listing_id,name,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_total_listings_count,host_identity_verified,neighborhood,district,city,latitude,longitude,property_type,room_type,accommodates,bedrooms,amenities,price,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable
30102118,Huge one bedroom in trendy Greenpoint,5743700,2013-04-02,New York/ New York/ United States,,,1.0,1.0,t,Greenpoint,Brooklyn,New York,40.73074,-73.95658,Entire apartment,Entire place,2,1.0,"['Oven', 'Hair dryer', 'Iron', 'Essentials', 'Dishes and silverware', 'TV', 'Refrigerator', 'Wifi', 'Shampoo', 'Heating', 'Paid parking off premises', 'Air conditioning', 'Long term stays allowed', 'Kitchen', 'Cooking basics']",85,7,1125,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f
8461998,Newtown Workshop Conversion Sanctuary,10205181,2013-11-23,Newtown/ New South Wales/ Australia,,,0.91,1.0,t,Marrickville,,Sydney,-33.89361,151.17967,Entire apartment,Entire place,4,2.0,"['Patio or balcony', 'Bed linens', 'Coffee maker', 'Baking sheet', 'Hair dryer', 'Shampoo', 'TV', 'Heating', 'Fire extinguisher', 'Washer', 'Iron', 'Smoke alarm', 'Essentials', 'Cooking basics', 'First aid kit', 'Shower gel', 'Extra pillows and blankets', 'Kitchen', 'Oven', 'Dishwasher', 'Carbon monoxide alarm', 'Stove', 'Microwave', 'Hot water', 'Air conditioning', 'Dryer', 'Free street parking', 'Dedicated workspace', 'Dishes and silverware', 'Hangers', 'Bathtub', 'Wifi', 'Refrigerator']",140,2,14,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f
23918843,"Modern apt in Bomonti, central, new building 2018",11940281,2014-02-04,Los Angeles/ California/ United States,within an hour,1.0,0.88,2.0,t,Sisli,,Istanbul,41.05529,28.97117,Entire condominium,Entire place,3,1.0,"['Carbon monoxide alarm', 'Dishes and silverware', 'Hangers', 'Long term stays allowed', 'TV', 'Dishwasher', 'Hot water', 'Smoke alarm', 'Essentials', 'Air conditioning', 'Wifi', 'Luggage dropoff allowed', 'Stove', 'Cooking basics', 'Oven', 'Heating', 'Free parking on premises', 'Iron', 'Hair dryer', 'Washer', 'Kitchen', 'Elevator', 'Dedicated workspace', 'Building staff', 'Room-darkening shades', 'Patio or balcony', 'Refrigerator', 'Shampoo', 'Gym']",286,3,1125,96.0,10.0,10.0,10.0,10.0,9.0,10.0,t
42746302,Depa EnsueÃÂ±o Surrealista creado por Artista visual,6572413,2013-05-25,Mexico City/ Mexico City/ Mexico,within an hour,1.0,0.9,4.0,t,Benito Juarez,,Mexico City,19.38777,-99.16668,Entire apartment,Entire place,2,1.0,"['Dedicated workspace', 'Shower gel', 'Body soap', 'Shampoo', 'Essentials', 'Cooking basics', 'Kitchen', 'Refrigerator', 'Wifi', 'HDTV with Netflix, Chromecast', 'Long term stays allowed', 'Oven', 'Stove', 'Dishes and silverware', 'Private entrance', 'Freezer', 'Coffee maker', 'Hot water', 'Microwave', 'Laundromat nearby', 'Pocket wifi', 'Bed linens', 'Host greets you', 'Hair dryer', 'Iron', 'Hangers', 'Pour-over coffee']",350,3,100,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f
32462348,Excelente habitacion cerca del WTC centrico seguro,235257016,2019-01-08,MX,,,1.0,1.0,t,Benito Juarez,,Mexico City,19.39025,-99.16878,Private room in apartment,Private room,2,1.0,"['TV', 'Dedicated workspace', 'Free street parking', 'Shampoo', 'Essentials', 'Cable TV', 'Lock on bedroom door', 'Hair dryer', 'Kitchen', 'Iron', 'Hangers', 'First aid kit', 'Fire extinguisher', 'Wifi', 'Hot water', 'Paid parking off premises']",250,2,15,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f
28351565,termini Classic loft,214067779,2018-09-07,Rome/ Lazio/ Italy,within an hour,1.0,1.0,1.0,t,I Centro Storico,,Rome,41.89554,12.51135,Entire loft,Entire place,5,2.0,"['Dedicated workspace', 'Microwave', 'Fire extinguisher', 'Hangers', 'Iron', 'Refrigerator', 'Dishes and silverware', 'Private entrance', 'Cooking basics', 'Host greets you', 'Wifi', 'Hair dryer', 'Children\u2019s books and toys', 'Kitchen', 'Heating', 'TV', 'Air conditioning', 'Hot water', 'Long term stays allowed', 'Shampoo', 'Essentials', 'Paid parking on premises']",100,1,30,96.0,10.0,10.0,10.0,10.0,9.0,10.0,f
29900966,Landmark Brooklyn Brownstone 35 min from Midtown,65747874,2016-04-04,New York/ New York/ United States,within an hour,1.0,0.96,2.0,t,Crown Heights,Brooklyn,New York,40.67356,-73.94244,Entire townhouse,Entire place,4,2.0,"['Refrigerator', 'Microwave', 'Shampoo', 'Smart lock', 'High chair', 'Pack \u2019n Play/travel crib', 'Air conditioning', 'Free street parking', 'Outlet covers', 'Bathtub', 'Kitchen', 'Coffee maker', 'Oven', 'Iron', 'Hangers', 'Smoke alarm', 'Children\u2019s dinnerware', 'Dedicated workspace', 'Fire extinguisher', 'Hot water', 'Long term stays allowed', 'Extra pillows and blankets', 'Hair dryer', 'Bed linens', 'Essentials', 'Dishes and silverware', 'TV', 'Wifi', 'Heating', 'Cooking basics', 'Stove', 'Indoor fireplace', 'Luggage dropoff allowed', 'Private entrance', 'Carbon monoxide alarm']",120,2,29,95.0,10.0,10.0,10.0,10.0,10.0,10.0,f
39181554,Beautiful Roman Home Near the Colosseum,48471133,2015-11-08,London/ England/ United Kingdom,,,0.0,1.0,t,I Centro Storico,,Rome,41.89047,12.49863,Private room in condominium,Private room,2,1.0,"['Dishwasher', 'Free street parking', 'Oven', 'Dishes and silverware', 'Elevator', 'Dedicated workspace', 'Patio or balcony', 'Microwave', 'Cooking basics', 'Long term stays allowed', 'Hangers', 'Essentials', 'Smoke alarm', 'Hot water', 'Carbon monoxide alarm', 'Kitchen', 'Refrigerator', 'Heating']",45,3,1125,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f
14932887,Modern Studio | Work Desk/WiFi | Near Hudson River,30283594,2015-03-30,Hawthorne/ New Jersey/ United States,within an hour,0.9,0.98,477.0,t,Hell's Kitchen,Manhattan,New York,40.76069,-73.99923,Entire apartment,Entire place,3,,"['Refrigerator', 'Building staff', 'Microwave', 'Shampoo', 'Air conditioning', 'Baking sheet', 'Bathtub', 'Kitchen', 'Coffee maker', 'Oven', 'Iron', 'Hangers', 'Smoke alarm', 'Washer', 'Dedicated workspace', 'Dryer', 'Shower gel', 'Crib', 'Hot water', 'Long term stays allowed', 'Extra pillows and blankets', 'Hair dryer', 'Bed linens', 'Essentials', 'Dishes and silverware', 'TV', 'Dishwasher', 'Wifi', 'Cable TV', 'Heating', 'Stove', 'Elevator', 'Garden or backyard', 'Carbon monoxide alarm']",119,30,1125,100.0,10.0,10.0,10.0,10.0,9.0,10.0,t
17043128,"Chambre independante, confortable, vue sur Paris",50795384,2015-12-08,Paris/ Ile-de-France/ France,within a few hours,1.0,0.71,2.0,t,Reuilly,,Paris,48.84065,2.39498,Private room in apartment,Private room,2,1.0,"['Shampoo', 'Extra pillows and blankets', 'First aid kit', 'Heating', 'Essentials', 'Hair dryer', 'Coffee maker', 'Bed linens', 'Breakfast', 'Hot water', 'Hangers', 'Smoke alarm', 'Wifi', 'Luggage dropoff allowed', 'Long term stays allowed', 'Dedicated workspace', 'Host greets you']",70,2,1125,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f
37225659,Magnifique Appartement Parisien Beaux quartiers,278900459,2019-07-24,Paris/ Ile-de-France/ France,within an hour,1.0,1.0,1.0,t,Palais-Bourbon,,Paris,48.85021,2.31838,Entire apartment,Entire place,4,1.0,"['Window guards', 'Dishwasher', 'Essentials', 'Stove', 'Hot water', 'Hangers', 'Smoke alarm', 'Wifi', 'Long term stays allowed', 'Dedicated workspace', 'TV', 'Iron', 'Refrigerator', 'Oven', 'Dishes and silverware', 'Private entrance', 'Free street parking', 'Ethernet connection', 'Heating', 'Kitchen', 'Hair dryer', 'Coffee maker', 'Microwave', 'Cooking basics', 'Cable TV', 'Room-darkening shades', 'Shampoo', 'Extra pillows and blankets', 'Shower gel', 'Game console', 'Bed linens', 'Carbon monoxide alarm']",120,2,1125,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f
21388287,Huge master bedroom with en-suite,115718057,2017-02-09,Bondi Beach/ New South Wales/ Australia,,,,1.0,t,Marrickville,,Sydney,-33.90154,151.17024,Private room in house,Private room,2,1.0,"['Washer', 'Iron', 'Long term stays allowed', 'Smoke alarm', 'Cable TV', 'Dryer', 'Essentials', 'Kitchen', 'Hangers', 'Hair dryer', 'Shampoo', 'Wifi', 'TV', 'Heating']",70,7,1125,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f
16236619,"Appartement charmant et lumineux, Paris 20eme",106112429,2016-12-04,Paris/ Ile-de-France/ France,,,,1.0,t,Menilmontant,,Paris,48.85945,2.40183,Entire apartment,Entire place,2,1.0,"['Iron', 'Ethernet connection', 'Heating', 'Washer', 'Hair dryer', 'Extra pillows and blankets', 'Smoke alarm', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Elevator', 'Hot water', 'Hangers', 'Essentials', 'Bed linens', 'Long term stays allowed', 'Carbon monoxide alarm']",65,4,1125,100.0,10.0,10.0,10.0,10.0,9.0,10.0,t
24924558,Cosy and design few steps from Trocadero,33672965,2015-05-18,Paris/ Ile-de-France/ France,,,1.0,6.0,t,Passy,,Paris,48.86497,2.28713,Room in boutique hotel,Hotel room,2,1.0,"['Essentials', 'Hot water', 'Hangers', 'Smoke alarm', 'Wifi', 'Luggage dropoff allowed', 'Crib', 'Long term stays allowed', 'High chair', 'Dedicated workspace', 'Host greets you', 'TV', 'Indoor fireplace', 'Dryer', 'First aid kit', 'Ethernet connection', 'Heating', 'Hair dryer', 'Washer', 'Pack \u2019n Play/travel crib', 'Fire extinguisher', 'Shampoo', 'Extra pillows and blankets', 'Bed linens', 'Carbon monoxide alarm', 'Elevator']",124,1,1125,98.0,10.0,10.0,10.0,10.0,10.0,10.0,t
11231816,Sunny Surf Shack in the Heart of Manly,10044968,2013-11-16,Sydney/ New South Wales/ Australia,,,,1.0,t,Manly,,Sydney,-33.79326,151.28416,Entire apartment,Entire place,2,2.0,"['Washer', 'Iron', 'Free parking on premises', 'Smoke alarm', 'Patio or balcony', 'Cable TV', 'BBQ grill', 'Long term stays allowed', 'Dryer', 'Essentials', 'Dedicated workspace', 'Kitchen', 'Hangers', 'First aid kit', 'Elevator', 'Shampoo', 'Wifi', 'Carbon monoxide alarm', 'TV', 'Heating']",180,2,1125,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f
21753514,Lovely cozy place to enjoy the Spring in Sydney,98360814,2016-10-06,Rosebery/ New South Wales/ Australia,,,,1.0,t,Botany Bay,,Sydney,-33.92686,151.22464,Private room in house,Private room,1,1.0,"['Garden or backyard', 'Shampoo', 'Hair dryer', 'TV', 'Fire extinguisher', 'Washer', 'Iron', 'Window guards', 'Free parking on premises', 'Essentials', 'Single level home', 'Cooking basics', 'First aid kit', 'Lock on bedroom door', 'Kitchen', 'Keypad', 'Refrigerator', 'Dishwasher', 'Oven', 'Stove', 'Long term stays allowed', 'Microwave', 'Game console', 'Hot water', 'Air conditioning', 'Free street parking', 'Dedicated workspace', 'Dishes and silverware', 'Hangers', 'Wifi', 'Smoke alarm']",30,2,29,100.0,10.0,10.0,10.0,10.0,8.0,10.0,t
21987522,Sydney Beach Getaway near Airport,160549030,2017-11-29,AU,within an hour,0.86,0.5,1.0,t,Rockdale,,Sydney,-33.95758,151.15481,Entire guesthouse,Entire place,6,2.0,"['Patio or balcony', 'Garden or backyard', 'Children\u2019s books and toys', 'Coffee maker', 'Shampoo', 'Hair dryer', 'TV', 'Heating', 'Fire extinguisher', 'Washer', 'Iron', 'Smoke alarm', 'Luggage dropoff allowed', 'Essentials', 'Single level home', 'Cooking basics', 'First aid kit', 'Cable TV', 'Private entrance', 'Kitchen', 'Keypad', 'Dishwasher', 'Oven', 'Stove', 'Long term stays allowed', 'Microwave', 'Breakfast', 'Hot water', 'Air conditioning', 'Free street parking', 'Dedicated workspace', 'Dishes and silverware', 'Hangers', 'Wifi', 'Refrigerator']",157,2,120,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f
45138809,My Boutique Hotel Double Room In Historical Town,364486465,2020-08-26,TR,within an hour,1.0,1.0,0.0,t,Fatih,,Istanbul,41.01984,28.96186,Room in hotel,Private room,2,1.0,"['Iron', 'Essentials', 'Bed linens', 'Heating', 'Air conditioning', 'Lock on bedroom door', 'Fire extinguisher', 'Smoke alarm', 'Building staff', 'Wifi', 'Shower gel', 'Luggage dropoff allowed', 'Hot water', 'Cable TV', 'First aid kit', 'Shampoo', 'Hangers', 'Conditioner', 'TV', 'Long term stays allowed', 'Extra pillows and blankets', 'Hair dryer', 'Paid parking lot off premises']",130,1,30,95.0,10.0,10.0,10.0,10.0,9.0,10.0,t
24825256,Cozy Room in TST Ideal for Single Traveler,128381201,2017-05-01,Hong Kong/ Hong Kong,within an hour,1.0,0.98,12.0,t,Yau Tsim Mong,,Hong Kong,22.29977,114.1733,Private room in hostel,Private room,1,1.0,"['Shampoo', 'Extra pillows and blankets', 'Bed linens', 'Hair dryer', 'Fire extinguisher', 'Lock on bedroom door', 'Long term stays allowed', 'Dedicated workspace', 'Private entrance', 'Hot water', 'Iron', 'Air conditioning', 'Smart lock', 'Wifi', 'Hangers', 'Smoke alarm', 'Essentials', 'Elevator']",150,2,1125,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f
44179406,Studio ÃÂ  partager dans le 8ÃÂ¨me arrondissement,355766372,2020-07-11,FR,within an hour,1.0,0.95,1.0,t,Elysee,,Paris,48.881,2.32198,Shared room in apartment,Shared room,1,1.0,"['Shampoo', 'Heating', 'Iron', 'Kitchen', 'Hot water', 'Wifi', 'Long term stays allowed']",18,1,30,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f
7459050,Charmant Appartement ÃÂ  Montparnasse avec balcons,39066000,2015-07-20,Paris/ Ile-de-France/ France,within a day,1.0,1.0,1.0,t,Vaugirard,,Paris,48.84211,2.31459,Entire apartment,Entire place,4,1.0,"['Patio or balcony', 'Essentials', 'Stove', 'Hot water', 'Hangers', 'Smoke alarm', 'Wifi', 'Long term stays allowed', 'Host greets you', 'Paid parking on premises', 'TV', 'Iron', 'Indoor fireplace', 'Refrigerator', 'Dishes and silverware', 'Heating', 'Kitchen', 'Hair dryer', 'Coffee maker', 'Microwave', 'Cooking basics', 'Cable TV', 'Room-darkening shades', 'Paid parking off premises', 'Extra pillows and blankets', 'Bed linens', 'Carbon monoxide alarm', 'Elevator']",96,3,60,97.0,10.0,10.0,10.0,10.0,10.0,10.0,t
45524392,New & Luxury flat close to the old Town and Galata,45886108,2015-10-06,Istanbul/ Istanbul/ Turkey,within an hour,1.0,1.0,0.0,t,Beyoglu,,Istanbul,41.02778,28.97864,Entire serviced apartment,Entire place,5,2.0,"['Siemens refrigerator', 'Hangers', '50\' HDTV with standard cable', 'Bosch oven', 'First aid kit', 'Dining table', 'Laundromat nearby', 'Smoke alarm', 'Carbon monoxide alarm', 'Cable TV', 'Washer', 'Long term stays allowed', 'Paid parking lot off premises', 'Dishwasher', 'Hot water kettle', 'Bed linens', 'Hot water', 'Kitchen', 'Freezer', 'Baking sheet', 'Dedicated workspace', 'Patio or balcony', 'Iron', 'Room-darkening shades', 'Building staff', 'Wifi', 'Stove', 'Fire extinguisher', 'Drying rack for clothing', 'Wine glasses', 'Heating', 'Hair dryer', 'Cooking basics', 'Essentials', 'Shampoo']",347,6,1125,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f
5087394,"2 Room Flat- Near Manly,Ocean Views",26235421,2015-01-17,Collaroy/ New South Wales/ Australia,,,,2.0,t,Warringah,,Sydney,-33.73297,151.2958,Entire apartment,Entire place,4,2.0,"['Patio or balcony', 'Garden or backyard', 'Bed linens', 'Shampoo', 'Coffee maker', 'Hair dryer', 'TV', 'Fire extinguisher', 'Washer', 'Iron', 'Free parking on premises', 'Essentials', 'Cooking basics', 'First aid kit', 'Cable TV', 'Extra pillows and blankets', 'Kitchen', 'Keypad', 'Refrigerator', 'Dishwasher', 'Oven', 'Stove', 'Long term stays allowed', 'Microwave', 'BBQ grill', 'Breakfast', 'Hot water', 'Dryer', 'Free street parking', 'Dedicated workspace', 'Dishes and silverware', 'Hangers', 'Pool', 'Wifi', 'Smoke alarm']",140,2,1125,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f
23931464,One double bedroom in Rosebery,150886241,2017-09-16,Port Macquarie/ New South Wales/ Australia,,,,1.0,t,Sydney,,Sydney,-33.91297,151.20582,Private room in apartment,Private room,2,1.0,"['Gym', 'Shampoo', 'Hot tub', 'TV', 'Heating', 'Fire extinguisher', 'Washer', 'Iron', 'Free parking on premises', 'Essentials', 'First aid kit', 'Private entrance', 'Lock on bedroom door', 'Kitchen', 'Elevator', 'Carbon monoxide alarm', 'Long term stays allowed', 'Hot water', 'Air conditioning', 'Dryer', 'Dedicated workspace', 'Pool', 'Hangers', 'Wifi', 'Smoke alarm']",69,2,1125,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f
20234674,Great Upper East Side Large Apt.,143977790,2017-08-02,New York/ New York/ United States,,,0.6,1.0,t,Upper East Side,Manhattan,New York,40.77962,-73.95228,Entire apartment,Entire place,3,2.0,"['Refrigerator', 'Microwave', 'Shampoo', 'Air conditioning', 'Kitchen', 'Coffee maker', 'Oven', 'Smoke alarm', 'Hangers', 'Dedicated workspace', 'Host greets you', 'Hot water', 'Long term stays allowed', 'Hot water kettle', 'Extra pillows and blankets', 'Bed linens', 'Essentials', 'Dishes and silverware', 'TV', 'Wifi', 'Heating', 'Cooking basics', 'First aid kit', 'Stove', 'Cleaning before checkout', 'Private entrance', 'Carbon monoxide alarm', 'Ethernet connection']",131,30,30,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f
29980446,Studio in the center of Paris,5575685,2013-03-22,Paris/ Ile-de-France/ France,within an hour,1.0,1.0,3.0,t,Bourse,,Paris,48.86927,2.34919,Entire apartment,Entire place,3,,"['Dishes and silverware', 'Heating', 'Iron', 'Kitchen', 'Essentials', 'Coffee maker', 'Washer', 'Stove', 'Refrigerator', 'Microwave', 'Hangers', 'Smoke alarm', 'Oven', 'Wifi', 'Cooking basics', 'Elevator', 'Long term stays allowed', 'Dedicated workspace', 'Cable TV']",85,12,120,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f
5278065,NiÃÅ¸antaÃÅ¸ÃÂ± / Cozy Room,25653721,2015-01-05,Istanbul / TR,,,,1.0,t,Besiktas,,Istanbul,41.04625,28.99824,Private room in house,Private room,1,1.0,"['Lock on bedroom door', 'TV', 'Heating', 'Kitchen', 'Long term stays allowed', 'Essentials', 'Wifi']",224,1,1125,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f
38000869,SuÃÂ­te Bi Cama Barra de Tijuca Parque olÃÂ­mpico,132874396,2017-05-31,Rio de Janeiro/ State of Rio de Janeiro/ Brazil,within an hour,1.0,1.0,2.0,t,Jacarepagua,,Rio de Janeiro,-22.96996,-43.39326,Private room in condominium,Private room,2,1.0,"['Extra pillows and blankets', 'Air conditioning', 'Essentials', 'Luggage dropoff allowed', 'Freezer', 'Hangers', 'Clothing storage', 'Smoke alarm', 'Coffee maker', 'Dedicated workspace', 'Washer', 'Bed linens', 'Hot water', 'Body soap', 'Nespresso machine', 'Ethernet connection', 'Safe', 'Patio or balcony', 'Carbon monoxide alarm', 'Cleaning products', 'Long term stays allowed', 'Microwave', 'Refrigerator', 'Room-darkening shades', 'Wifi', 'Iron', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Hair dryer', 'Free street parking', 'Host greets you', 'Free parking on premises', 'Cable TV', 'Elevator', 'Kitchen', 'Ceiling fan', 'Sound system', 'Pool', 'Laundromat nearby', 'Drying rack for clothing', 'Conditioner', 'TV', 'Oven', 'Shampoo', 'First aid kit', 'Pour-over coffee', 'Baby safety gates', 'Lock on bedroom door']",100,2,1125,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t
42351092,Private&super clean room Coyoacan  cuarto privado,330014413,2020-01-22,Mexico City/ Mexico City/ Mexico,within an hour,1.0,1.0,2.0,t,Coyoacan,,Mexico City,19.33039,-99.14604,Private room in apartment,Private room,2,1.0,"['Dedicated workspace', 'Dining table', 'Free parking on premises', 'Shampoo', 'Essentials', 'Kitchen', 'Refrigerator', 'Wifi', 'Long term stays allowed', 'Carbon monoxide alarm', 'Stove', 'First aid kit', 'Dishes and silverware', 'Freezer', 'Coffee maker', 'Hot water', 'Wine glasses', 'Microwave', 'Host greets you', 'Hair dryer', 'Smoke alarm', 'Iron', 'Hangers', 'Pour-over coffee']",260,2,60,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t
2202772,Very quiet and central flat,10958876,2014-01-02,Paris/ Ile-de-France/ France,a few days or more,0.0,,1.0,t,Opera,,Paris,48.87834,2.34909,Entire apartment,Entire place,4,3.0,"['Luggage dropoff allowed', 'Babysitter recommendations', 'Heating', 'TV', 'Iron', 'Indoor fireplace', 'Kitchen', 'Essentials', 'Hair dryer', 'Washer', 'Bathtub', 'Smoke alarm', 'Wifi', 'Elevator', 'Long term stays allowed', 'Dedicated workspace', 'Host greets you']",180,4,1125,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f
25205911,Nice flat in the 18th district,10693645,2013-12-18,Paris/ Ile-de-France/ France,,,,1.0,t,Buttes-Montmartre,,Paris,48.89408,2.34878,Entire apartment,Entire place,2,1.0,"['Kitchen', 'Hair dryer', 'Iron', 'Smoke alarm', 'Free street parking', 'Heating', 'Long term stays allowed', 'Shampoo', 'Essentials', 'Washer', 'Wifi']",50,2,1125,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f
38011123,Il Mandarino Apartments - with private garden,288339388,2019-08-23,Rome/ Lazio/ Italy,,,1.0,0.0,t,II Parioli/Nomentano,,Rome,41.937,12.51834,Entire apartment,Entire place,4,1.0,"['Dishwasher', 'Paid parking off premises', 'Washer', 'Dedicated workspace', 'Window guards', 'Microwave', 'Fire extinguisher', 'Hangers', 'Iron', 'Refrigerator', 'Dishes and silverware', 'Private entrance', 'Cooking basics', 'Wifi', 'Stove', 'Hair dryer', 'Kitchen', 'Breakfast', 'Heating', 'Garden or backyard', 'Crib', 'TV', 'Patio or balcony', 'Smoke alarm', 'Air conditioning', 'Coffee maker', 'Hot water', 'Long term stays allowed', 'Free street parking', 'Extra pillows and blankets', 'Oven', 'Shampoo', 'Bed linens', 'Essentials', 'First aid kit', 'Carbon monoxide alarm']",60,2,1125,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f
24357972,MARVAN APARTAMENTOS,183807933,2018-04-11,BR,within an hour,1.0,1.0,2.0,t,Copacabana,,Rio de Janeiro,-22.96422,-43.17803,Entire apartment,Entire place,4,1.0,"['Elevator', 'Dedicated workspace', 'Kitchen', 'Air conditioning', 'Long term stays allowed', 'Essentials', 'TV', 'Iron', 'Wifi', 'Hangers', 'Host greets you', 'Heating']",133,3,30,98.0,10.0,10.0,10.0,10.0,10.0,10.0,t
41877165,ParaÃÂ­so,489604,2011-04-06,Rio de Janeiro/ Rio de Janeiro/ Brazil,within an hour,1.0,,1.0,t,Gavea,,Rio de Janeiro,-22.98175,-43.23766,Private room in apartment,Private room,1,1.0,"['Elevator', 'Dedicated workspace', 'Hot water', 'Long term stays allowed', 'Essentials', 'Wifi', 'Hangers', 'Fire extinguisher']",305,3,30,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t
39764905,"charmant 2 piÃÂ¨ces, petits balcons, Paris XI",23485404,2014-11-08,Paris/ Ile-de-France/ France,,,1.0,0.0,t,Popincourt,,Paris,48.8695,2.3721,Entire apartment,Entire place,2,1.0,"['Patio or balcony', 'Dishwasher', 'Essentials', 'Stove', 'Hot water', 'Smoke alarm', 'Wifi', 'Long term stays allowed', 'TV', 'Refrigerator', 'Oven', 'Dishes and silverware', 'Heating', 'Kitchen', 'Breakfast', 'Hair dryer', 'Washer', 'Coffee maker', 'Microwave', 'Cooking basics', 'Fire extinguisher', 'Shampoo']",95,2,1125,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f
33485978,Lovely New Renovated Studio / Park Slope,26989131,2015-01-31,Brooklyn/ New York/ United States,within an hour,1.0,0.63,1.0,t,Gowanus,Brooklyn,New York,40.66865,-73.99055,Entire apartment,Entire place,1,,"['Refrigerator', 'Single level home', 'Microwave', 'Shampoo', 'Air conditioning', 'Free street parking', 'Portable fans', 'Coffee maker', 'Iron', 'Hangers', 'Smoke alarm', 'Dedicated workspace', 'Fire extinguisher', 'Hot water', 'Long term stays allowed', 'Extra pillows and blankets', 'Lockbox', 'Hair dryer', 'Bed linens', 'Room-darkening shades', 'Essentials', 'Dishes and silverware', 'TV', 'Wifi', 'Cable TV', 'Heating', 'Patio or balcony', 'Cooking basics', 'First aid kit', 'Private entrance', 'Garden or backyard', 'Carbon monoxide alarm']",65,25,1125,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f
38131103,Locazioni turistiche d'Arborea Piazza Bologna,141148195,2017-07-18,Rome/ Lazio/ Italy,,,0.0,0.0,t,II Parioli/Nomentano,,Rome,41.91168,12.52462,Entire apartment,Entire place,4,2.0,"['Dishwasher', 'Washer', 'Dedicated workspace', 'Microwave', 'Fire extinguisher', 'Hangers', 'Iron', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Wifi', 'Stove', 'Hair dryer', 'Kitchen', 'Heating', 'Garden or backyard', 'TV', 'Air conditioning', 'Coffee maker', 'Hot water', 'Long term stays allowed', 'Free street parking', 'Extra pillows and blankets', 'Oven', 'Single level home', 'Essentials', 'First aid kit', 'Bed linens']",98,2,28,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f
34831918,Una favolosa terrazza nel centro di Roma,11355843,2014-01-16,Rome/ Lazio/ Italy,,,,4.0,t,I Centro Storico,,Rome,41.89309,12.47256,Entire apartment,Entire place,4,1.0,"['Dishwasher', 'Pack \u2019n Play/travel crib', 'Body soap', 'Free washer\u2013In unit', 'Dining table', 'Fire extinguisher', 'Microwave', 'Safe', 'Induction stove', 'Hangers', 'Iron', 'Carbon monoxide alarm', 'Outdoor dining area', 'Refrigerator', 'Dishes and silverware', 'Clothing storage: walk-in closet', 'Toaster', 'Host greets you', 'Cooking basics', 'Shower gel', 'Hair dryer', 'Wifi \u2013 31 Mbps', 'Hot water kettle', 'Kitchen', 'Dedicated workspace: table', 'Heating', 'Outdoor furniture', 'Baking sheet', 'Laundromat nearby', 'High chair', 'Freezer', 'Cleaning products', 'TV', 'Patio or balcony', 'Smoke alarm', 'Air conditioning', 'Coffee maker', 'Hot water', 'Long term stays allowed', 'Nespresso machine', 'Extra pillows and blankets', 'Cable TV', 'Wine glasses', 'Shampoo', 'Bidet', 'Oven', 'Paid parking garage off premises', 'Essentials', 'First aid kit', 'Drying rack for clothing', 'Bed linens', 'Room-darkening shades']",149,2,120,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t
